,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text
141,2250,516,47204,1,"Aam Aadmi Party is Rakhi Sawant of politics. 😂
#KanchanJariwala #Gujarat #GujaratAssemblyPolls"
142,1162,775,13575,0,"#Congress releases the final list of 37 candidates for #GujaratAssemblyPolls.
#GujaratElections2022 @INCGujarat @INCIndia https://t.co/Ugmr547awj"
143,52,246,4610,13,"Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/v2ssHkmymx
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/Eca9OM0LgJ"
144,764,2798,5916,0,Congress releases seventh list of 37 candidates for #GujaratAssemblyPolls. https://t.co/QtJRxoSQAq
145,11,8,398,0,"Delhi CM @ArvindKejriwal claims that @AamAadmiParty candidate from Surat (East), Kanchan Jariwala, for the upcoming #GujaratAssemblyPolls along with his family has gone missing."
146,4258,1388,240916,1,"Decoding Aam Aadmi Party's strategy in #Gujarat election 2022: From Isudan Gadhvi as CM face to a high-pitched campaign. A short video, watch here:
#GujaratAssemblyPolls
https://t.co/25kXW0Jug7"
147,1,50,24171,10,HM @AmitShah flashes a smile after @Bhupendrapbjp nomination #GujaratAssemblyPolls https://t.co/0Go1cSRrtn
148,1196,70,1269,16,"Democracy Times Network Projection for Gujarat Assembly Elections 2022:

VOTE SHARE PROJECTIONS:

BJP: 47% ±3
INC: 32% ±3
AAP: 16% ±3
OTH: 05% ±3

#GujaratElections2022 #GujaratAssemblyPolls #Gujarat https://t.co/Arho6Ib2yt"
149,2309,3470,122861,28,"PAAP has a Twitter Governance Model.
Everything is launched/promised just on Twitter.
Zero Delivery on Ground

Saara #Punjab पछता raha hai AAP ko vote dekar 

#GujaratElections2022 #GujaratAssemblyPolls 
#MCDElections2022 #MCDElection https://t.co/JTWCXe3g56"
150,7218,6767,221373,1,"Date: 16.11.2022
Gujarat Opinion Poll 
●BJP: 134-142
●Congress: 33-41
●AAP: 1-6
●Other: 3 

Voteshare 
■BJP: 47%(±3)
■Congress:38%(±3)
■AAP: 12%(±3)
■ Other: 3%(±3)

#GujaratAssemblyPolls
#AAPGujarat #AAP
#BharatJodaYatra"
151,549,11882,2237,0,"Former quota agitation leader Reshma Patel joins AAP ahead of Gujarat Assembly polls
#ReshmaPatel #AAPGujarat #AAP #GujaratAssemblyPolls #GujaratElections #Gujarat 
https://t.co/fuAnd87oWT"
152,2466,2025,386378,2,"No worries about #KanchanJariwala getting kidnapped?
Only spreading fake news @Profdilipmandal ?
https://t.co/JLtXMvWY3p
#BJPKidnapsAAPCandidate #EkMokoKejriwalNe #gujaratwithkejriwal #GujaratAssemblyPolls https://t.co/KTwPLdS1HZ"
153,276,8628,154003,0,"Union Home Minister Amit Shah on Wednesday sounded confident when he said that he had come to the state with its next chief minister.
 
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection #GujaratCM #Ahmedabad #TheFirstIndia https://t.co/nb1GcvvtRB"
154,997,672,261788,7,"Gujarat: Amit Shah, CM hold roadshow in Ghatlodiya

Read @ANI Story | https://t.co/K176W40EYm
#GujaratElection2022 #GujaratAssemblyPolls #GujaratElections #AmitShah #BhupendraPatel #Gujarat https://t.co/2tXzWOMBZQ"
155,196,110,66,97,"The highest number of seats won by @BJP4Gujarat is 127 and the lowest seats won by @INCGujarat is 33.

If the trends are any indicators both numbers could be broken.

#GujaratAssemblyPolls"
156,270,458,80803,1,"As #Gujarat gears up for #AssemblyElections, and voter issues are taken stock of, what do you think will determine their vote?

Choose one or let's talk in the comments below! #DemocracyAdda #GujaratElections #GujaratAssemblyPolls"
157,9911,10470,136678,1,"Why would #KanchanJariwala withdraw his nomination if there were no 'pressure' on him?
Only blind followers of Hindutva can make such blind statements 👇

#BJPKidnapsAAPCandidate #GujaratAssemblyPolls #EkMokoKejriwalNe https://t.co/tTZmv7Cxhy"
158,1633,696,6830,0,"#GujaratAssemblyPolls : #BJP announces another list of 3 candidates,  BJP has fielded J.S. Patel from Manasa assembly seat which is home town of Union Home Minister @AmitShah ,with this BJP has announced 181 candidates out of 182 Assembly seats.
@NewIndianXpress @TheMornStandard https://t.co/FXu6T4znwK"
159,4309,1281,30827,0,"#GujaratAssemblyPolls: #AAP candidate #KanchanJariwala withdraws nomination, Sisodia alleges ‘BJP goons’ abducted him
#Gujarat #Surat #ManishSisodiya #BJP #BJPKidnapsAAPCandidate
@AAPGujarat @msisodia
@Gopal_Italia @BJP4Gujarat
@CEOGujarat

https://t.co/FpavRoJpIm https://t.co/xCPLpDNllq"
160,2001,626,21642,0,@Gss_Views No doubt anyone even all @BJP4India supporters this is vendetta politics #GujaratAssemblyPolls
161,369,167784,302031,0,"#GujaratElections 
#AAP candidate withdraws nomination for #GujaratAssemblypolls, @msisodia  alleges @BJP4India  goons 'kidnapped' him https://t.co/jwT4AU72tR"
162,350,640,64352,17,"#Gujarat Now has to decide whether they will vote to Rapists-supporters or Not.

BJP is always with Rapists, it is proved once again.

#BilkisBano
#GujaratElection2022
#GujaratAssemblyPolls https://t.co/gyh5R2TVqJ"
163,3528,5400,67524,1,"#GujaratAssemblyPolls: Arvind Kejriwal claims #AAP candidate #KanchanJariwala missing, asks has he been kidnapped?

https://t.co/p3zFx0A5hw

#Breaking  #Surat #BreakingNews #ArvindKejriwal"
164,2117,281,73997,4,"Union Home Minister #AmitShah  in an exclusive interview with @Network18Group Editor-in-Chief Rahul Joshi (@18RahulJoshi) at the News18’s ‘Gujarat Adhiveshan’ event

#Gujarat #GujaratAssemblyPolls #UCC https://t.co/pMvXXaGUEg"
165,22,14,538,1,"Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah 

#GujaratAssemblyPolls #GujaratElection2022 https://t.co/ddH4fNx4CX"
166,259,212,9991,0,"Gujarat assembly polls: Shashi Tharoor not among Congress star campaigners

#GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #ShashiTharoor #Congress 

Read More Here 🔗:https://t.co/DdMvduyx7i https://t.co/YJJmosLk38"
167,4999,757,122941,6,"Congress 6th list of Candidate for upcoming #GujaratElections2022    

#AssemblyPolls2022         #AssemblyElections2022         #GujaratAssemblyPolls     #GujaratElections https://t.co/dF7FDSMs5t"
168,159,74,767,0,"Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah 

#GujaratAssemblyPolls #GujaratElection2022 https://t.co/pgoTZrBMtg"
169,257,133,41427,0,"timesofindia: Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah 

#GujaratAssemblyPolls #GujaratElection2022 https://t.co/jRVHhhHcBi"
170,319,14628776,827156,0,"From #IsudanGadhvi as CM face to a high-pitched campaign, decoding AAP's strategy in Gujarat https://t.co/y3Qwl44sPE

#GujaratAssemblyPolls #GujaratElections2022"
171,195,93,1155,0,"Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/umk1PdzCH4
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/fyvgquO4Fp"
172,36,45,7116,1,"RT @ani_digital: Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/iWQasV6YLM
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/CpWAoP5McJ"
173,4226,2042,1451391,0,"timesofindia: Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah 

#GujaratAssemblyPolls #GujaratElection2022 https://t.co/vxxq8lyWsD"
174,126,81,1304,0,"RT @ani_digital: Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/XtwT5bbO4c
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/jEUop6jndH"
175,527,335,60286,0,"RT @ani_digital: Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/4PBhD0ET0J
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/s6dtKWfnlG @PMOIndi…"
176,3,2,10,0,"#GujaratElections2022 #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratAssemblyElection2022 

BJP and Modi needs Gujarat badly to save its reputation with Pakistan and China 

as someone needs water in the Desert

Gujarat does not need RSS/BJP forever"
177,126,245,14181,0,"@centerofright Wait Whaaaat 😳🙄
 Someone PAID MONEY for a ticket &amp; MONEY WAS TAKEN TOO too but ticket was NOT SOLD.
It's Business as usual at pAAP 

Btw, 
This is called GIVE AND TAKE POLICY 😎

#GiveAndTakePolicy 
#GujaratAssemblyPolls https://t.co/lMhNsu85mx"
178,126,245,14181,0,"Wait Whaaaat 😳🙄
 Someone PAID MONEY for a ticket &amp; MONEY WAS TAKEN TOO too but ticket was not sold.
~ Handsome from pAAP 

O'yea 
This is called GIVE AND TAKE POLICY 😎
Slow Claps 😎
#GiveAndTakePolicy 
#GujaratAssemblyPolls https://t.co/eA7GS4Ad7c https://t.co/ZXJsTOynEj"
179,1623,371,8284,0,"Who will win Gujrat?
#GujaratElections2022 #GujaratElection2022 #GujaratAssemblyPolls #Gujarat #BJP #AAP #Congress #BharatJodaYatra #GujratElection #GujaratElections"
180,2,36,9613,0,"RT @ani_digital: Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/57QjFDsRua
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/1DO5eoUPL9"
181,126,81,1304,0,"RT @ani_digital: Amit Shah calls Bhupendra Patel ""next CM of Gujarat"" during public address in Ahmedabad

Read @ANI Story | https://t.co/XtwT5bsR6c
#AmitShah #Gujarat #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujaratElection https://t.co/jEUop6AqfH"
182,504,483270,692746,2,"#GujaratAssemblyPolls :AAP leader @SanjayAzadSln has alleged that 'AAP candidate Kanchan Jariwala was forcibly taken to the election officer by some BJP people to withdraw the form.He also showed some videos in which he claimed BJP people are with AAP candidate.
@NewIndianXpress https://t.co/5AFOt9RlOq"
183,45,4302922,625545,0,"There is no negative sentiment against the BJP this time –– there was a massive Patidar and OBC-driven mobilisation against the party in 2017.

#GujaratAssemblyPolls | #GujaratElections2022 

https://t.co/cZJh4dGKtT"
184,387,121,7310,0,"@VtvGujarati Bjp is going for historic nose dive ,#bjp4gujarat is like those 2020 newly inducted Max737 ,which will fly high but will crash midway ,8th december will disclose it. 
#GujaratAssemblyPolls #GujaratElections2022"
185,0,360996,78229,0,"Sisodia says ""kidnapped"" Gujarat AAP candidate found, alleges ""being pressurised to withdraw candidature""

Read @ANI Story | https://t.co/X986qm790l
#AAP #Manishsisodia #GujaratAssemblyPolls #BJP https://t.co/GmtWPPsMim"
186,504,483270,692746,1,"#GujaratAssemblyPolls :  Delhi chief minister Arvind Kejriwal and Dy. CM @msisodia Today claimed that an AAP candidate from Surat (East), Kanchan Jariwala has been threatened to withdraw his candidature by #BJP 

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/QcbuOI3rvr"
187,612,35437,341542,0,"#Watch | #AAP candidate from #Surat (East) from #Gujarat, Kanchan Jariwala, takes back his nomination after he was allegedly kidnapped on November 15

#KanchanJariwala #GujaratAssemblyPolls #GujaratElections #GujaratNews 

ANI https://t.co/SFWcGLa32d"
188,45,4302922,625545,0,"Gujarat CM Bhupendra Patel files his nomination from Ghatlodya constituency in Ahmedabad for upcoming Assembly elections in presence of Union Home Minister Amit Shah

#GujaratElections | #GujaratAssemblyPolls 

(ANI) 

📡 Catch the day's latest news ➠ https://t.co/50bMbdpxXi https://t.co/nqbxGO4YK7"
189,4309,1281,30827,0,"#GujaratAssemblyPolls   : #ArvindKejriwal claims #AAP candidate Kanchan Jariwala missing, asks has he been kidnapped?
#Gujarat #Surat #KanchanJariwala
#BJP #GujaratElections2022   
#BJPKidnapsAAPCandidate
@BJP4Gujarat
@AAPGujarat @ArvindKejriwal

https://t.co/sPuCQV5dTo https://t.co/GGmqCUc7Ub"
190,504,483270,692746,1,"#GujaratElections :  #Gujarat Chief Minister @Bhupendrapbjp  holds a roadshow with Union Home Minister @AmitShah and filled his nomination for Ghatlodiya Assembly.

@NewIndianXpress @TheMornStandard @santwana99 

#GujaratAssemblyPolls https://t.co/9AumvSG3cm"
191,259,212,9991,0,"#GujaratElection2022 | AAP accuses BJP of kidnapping #KanchanJariwala ahead of polls

#GujaratElections #GujaratAssemblyPolls #AAP #BJP

Read More Here 🔗:https://t.co/ezCNdRgRvO https://t.co/wNfA3vJXQL"
192,3093,3187,175603,3,"True?

#GujaratElections2022 #GujaratElection2022 #GujaratElections #Gujarat #GujaratAssemblyPolls #GujratElection #GujaratAssemblyPoll https://t.co/xmiFuZjbv8"
193,612,35437,341542,0,"#Watch | Union Home Minister #AmitShah and CM #BhupendraPatel's roadshow in #Ghatlodiya, Ahmedabad, ahead of Assembly polls to be held in the State on December 1 and December 5

#GujaratAssemblyPolls #Ahmedabad #Gujarat #AssemblyElections2022 

ANI https://t.co/TUP7X1QSZC"
194,260,13,1130,0,"Now this is some really serious matter. Hope media also takes it seriously. 

#GujaratElections #GujaratAssemblyPolls #AamAadmiParty #BJP https://t.co/E9cvDjmpWx"
195,26,20632,118516,0,"Shashi Tharoor leaves Congress Gujarat campaign after being dropped from star campaigners list

#GujaratAssemblyPolls #CongressParty #ShashiTharoor
#BJP #News https://t.co/CYyRKzczyY"
196,232,906,48297,0,"My predictions                                            BJP 126
AAP 20
Congress 25
Others 11.  #GujaratElection2022 #GujaratElections #GujaratAssemblyPolls #GujratElection2022 @BJP4Gujarat @CMOGuj @BJP4India @narendramodi @AmitShahOffice @AmitShah @tv9gujarati"
197,195,246,14857,0,"Gujarat assembly polls: Shashi Tharoor opts out of campaign #Gujarat #GujaratAssemblyPolls #ShashiTharoor #Congress
https://t.co/6CrFyBIN80"
198,255,10,84,0,What is the main topic of Gujrat Election 2022 #Poll #GujaratElection2022 #GujaratAssemblyPolls #GujaratElections2022 #Gujarat
199,208,312,11200,0,"999 nomination forms out of 1,362 found valid for Gujarat Polls

#Gujarat #GujaratElections #Nomination #BJP #AAP #Congress #GujaratAssemblyPolls https://t.co/24MbfmaQJ3"
200,0,5253,285090,0,"Delhi CM @ArvindKejriwal claims that @AamAadmiParty  candidate from Surat (East), Kanchan Jariwala, for the upcoming #GujaratAssemblyPolls  along with his family has gone missing. https://t.co/nsogcGiMkc"
201,129,8669648,1156193,1,"#Delhi CM Arvind Kejriwal claimed that an AAP candidate for the upcoming #GujaratAssemblyPolls along with his family has gone missing 

https://t.co/SuUlO0VEEf"
202,1245,122,181,0,Growing support for AAP in tribal areas could be the biggest blow to INC if it is able to convert into votes by AAP as M-T is the main base of INC. #GujaratElection2022 #GujaratAssemblyPolls https://t.co/Zt15OEVyH3
203,295,539,36014,27,Stranglehold of certain @INCGujarat leaders over the party and particularly in selection of candidates is asphyxiating it in the state. The party is throwing the seats away by fielding candidates promoted by such leaders. #GujaratAssemblyPolls #GujCongress
204,41,608127,233605,0,"PM @narendramodi is leading from the front in his home turf as #Gujarat is set for a 3-cornered electoral fight this year. 

#GujaratAssemblyPolls #GujaratElections2022 

https://t.co/k24F0PJ7h3"
205,55,16,1343,0,"Congress leader #IndranilRajguru claimed that #AAP, which claims to be honest, has been spending black money for the elections through hawala operators called ‘angadias’.

Is he right?

#GujaratElections2022 #GujaratElections #GujaratAssemblyPolls"
206,194,12,178,0,Congress’ star campaigners list for the first phase of  #GujaratAssemblyElection2022 #GujaratAssemblyPolls #Gujarat #aicc https://t.co/AVi9IqK3Wv
207,4999,175,24472,0,Who will win in #Gujaratelections #BharatJodoYatra
208,4053,2884,311027,0,"#GujaratElections: Hope our GUJJU BHAIS are wise enough to distinguish good from bad &amp; ugly and do not vote for the failed AAP Model of Governance. Look at Liquor Gate, Pollution and Ticket Scam at Delhi. @ArvindKejriwal  @BJP4Gujarat 
- https://t.co/RTEHBaUq25"
209,95,87,9150,0,"SHER!!!! 🦁🦁🦁

#GujaratElections    
#aamadmiparty 
#parivartanaaveche 
#arvindkejriwal https://t.co/sH7p7tfcmo"
210,62,882552,413361,0,"Verbal war erupts as #Congress leader Karsan Vadodariya alleges Harshad Ribadiya over joining #BJP for Rs 40 crores 

#Junagadh #GujaratElections #TV9News https://t.co/9tGdp4mSe3"
